id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
5069,OAHR,large_airport,Herat - Khwaja Abdullah Ansari International Airport,34.209999,62.228298,3206,AS,AF,AF-HER,Guzara,yes,OAHR,HEA,OAHR,,,https://en.wikipedia.org/wiki/Herat_International_Airport,
5072,OAKB,large_airport,Kabul International Airport,34.565899,69.212303,5877,AS,AF,AF-KAB,Kabul,yes,OAKB,KBL,OAKB,,,https://en.wikipedia.org/wiki/Kabul_International_Airport,"Hamid Karzai International Airport, Khwaja Rawash Airport"
5073,OAKN,large_airport,Ahmad Shah Baba International Airport,31.505769,65.847963,3337,AS,AF,AF-KAN,Kandahar,yes,OAKN,KDH,OAKN,,,https://en.wikipedia.org/wiki/Kandahar_International_Airport,"Kandahar International Airport, Kandahar Airfield"
5075,OAMS,large_airport,Mazar-i-Sharif International Airport,36.70412,67.210459,1284,AS,AF,AF-BAL,Mazar-i-Sharif,yes,OAMS,MZR,OAMS,,,https://en.wikipedia.org/wiki/Mazar-i-Sharif_International_Airport,Mazari Sharif
5079,OBBI,large_airport,Bahrain International Airport,26.267295,50.63764,6,AS,BH,BH-15,Manama,yes,OBBI,BAH,OBBI,,https://www.bahrainairport.bh/,https://en.wikipedia.org/wiki/Bahrain_International_Airport,"مطار البحرين الدولي, EGYR, RAF Bahrain, RAF Muharraq"
316826,OCS,large_airport,Corisco International Airport,0.910937,9.33027,55,AF,GQ,GQ-LI,Corisco Island,yes,,OCS,FGCO,,,https://en.wikipedia.org/wiki/Corisco_International_Airport,
5082,OEAB,large_airport,Abha International Airport,18.2404,42.656601,6858,AS,SA,SA-14,Abha,yes,OEAB,AHB,OEAB,,https://abha-airport.com,https://en.wikipedia.org/wiki/Abha_International_Airport,Abha International Airport
5083,OEAH,large_airport,Al-Ahsa International Airport,25.285299,49.485199,588,AS,SA,SA-04,Hofuf,yes,OEAH,HOF,OEAH,,,https://en.wikipedia.org/wiki/Al-Ahsa_International_Airport,
5087,OEDF,large_airport,King Fahd International Airport,26.4691,49.798209,72,AS,SA,SA-04,Ad Dammam,yes,OEDF,DMM,OEDF,,https://kfia.gov.sa/,https://en.wikipedia.org/wiki/King_Fahd_International_Airport,
5089,OEDR,large_airport,King Abdulaziz Air Base,26.2654,50.152,84,AS,SA,SA-04,Dhahran,no,OEDR,DHA,OEDR,,,https://en.wikipedia.org/wiki/King_Abdulaziz_Air_Base,"Dhahran international Airport, Dhahran Air Base, Dhahran Airport, Dhahran Airfield"
5091,OEGS,large_airport,Prince Naif bin Abdulaziz International Airport,26.302799,43.774399,2126,AS,SA,SA-05,Qassim,yes,OEGS,ELQ,OEGS,,https://www.matarat.com.sa/,https://en.wikipedia.org/wiki/Prince_Naif_bin_Abdulaziz_International_Airport,Gassim
5097,OEJN,large_airport,King Abdulaziz International Airport,21.680241,39.157436,48,AS,SA,SA-02,Jeddah,yes,OEJN,JED,OEJN,,https://www.kaia.sa/,https://en.wikipedia.org/wiki/King_Abdulaziz_International_Airport,"Mecca, Hajj"
5101,OEMA,large_airport,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,2151,AS,SA,SA-03,Medina,yes,OEMA,MED,OEMA,,http://www.tibahairports.com/en-EN/Pages/Main.aspx,https://en.wikipedia.org/wiki/Prince_Mohammad_Bin_Abdulaziz_Airport,Medinah
332512,OENN,large_airport,Neom Bay Airport,27.924261,35.29358,29,AS,SA,SA-07,Sharma,yes,OENN,NUM,OENN,,https://www.neom.com/en-us/our-business/neom-airport,https://en.wikipedia.org/wiki/Neom_Bay_Airport,"Neom Bay, Sharma"
5112,OERK,large_airport,King Khalid International Airport,24.9576,46.698799,2049,AS,SA,SA-01,Riyadh,yes,OERK,RUH,OERK,,https://www.kkia.sa/en/Pages/default.aspx,https://en.wikipedia.org/wiki/King_Khalid_International_Airport,Riyad
5119,OESK,large_airport,Al-Jawf International Airport,29.783301,40.100905,2261,AS,SA,SA-12,Al-Jawf,yes,OESK,AJF,OESK,,,https://en.wikipedia.org/wiki/Al-Jouf_International_Airport,"Al Jouf Airport, Al Jawf, Al Jawf Airport, Al Jouf Regional Airport, Al Jawf Regional Airport"
5121,OETB,large_airport,Prince Sultan bin Abdulaziz International Airport,28.3711,36.624865,2551,AS,SA,SA-07,Tabuk,yes,OETB,TUU,OETB,,,https://en.wikipedia.org/wiki/Prince_Sultan_bin_Abdulaziz_Airport,"Tabuk Airport, Tabuk Regional Airport"
5122,OETF,large_airport,Taif International Airport,21.484739,40.544074,4848,AS,SA,SA-02,Taif,yes,OETF,TIF,OETF,,,https://en.wikipedia.org/wiki/Ta%E2%80%99if_Regional_Airport,"Taif Airport, Ta'if Airport, Taif Regional Airport"
5129,OEYN,large_airport,Prince Abdulmohsen Bin Abdulaziz International Airport,24.144199,38.0634,26,AS,SA,SA-03,Yanbu,yes,OEYN,YNB,OEYN,,https://gaca.gov.sa/web/en-gb/airport/prince-abdulmohsin-bin-abdulaziz-airport,https://en.wikipedia.org/wiki/Prince_Abdulmohsen_Bin_Abdulaziz_International_Airport,"Yenbo, Yanbu Airport, Prince Abdul Mohsin bin Abdulaziz International Airport, Prince Abdulmohsin bin Abdulaziz International Airport"
5130,OIAA,large_airport,Abadan Ayatollah Jami International Airport,30.367887,48.230075,10,AS,IR,IR-06,Abadan,yes,OIAA,ABD,OIAA,,,https://en.wikipedia.org/wiki/Abadan_Airport,"Abadan Airport, فرودگاه بین‌المللی آبادان"
5137,OIAW,large_airport,Qasem Soleimani International Airport,31.3364,48.763789,66,AS,IR,IR-06,Ahvaz,yes,OIAW,AWZ,OIAW,,http://ahwaz.airport.ir/,https://en.wikipedia.org/wiki/Ahvaz_International_Airport,"Ahvaz, Ahvaz International Airport, Ahwaz"
5143,OIBK,large_airport,Kish International Airport,26.525427,53.980462,101,AS,IR,IR-22,Kish Island,yes,OIBK,KIH,OIBK,,https://kishairport.ir,https://en.wikipedia.org/wiki/Kish_Airport,
5156,OIFM,large_airport,Isfahan Shahid Beheshti International Airport,32.755142,51.883877,5059,AS,IR,IR-10,Isfahan,yes,OIFM,IFN,OIFM,,,https://en.wikipedia.org/wiki/Isfahan_International_Airport,Esfahan
5166,OIIE,large_airport,Imam Khomeini International Airport,35.416099548339844,51.152198791503906,3305,AS,IR,IR-23,Tehran,yes,OIIE,IKA,OIIE,,http://www.ikia.ir/,https://en.wikipedia.org/wiki/Imam_Khomeini_International_Airport,Ahmadabad
5168,OIII,large_airport,Mehrabad International Airport,35.689175,51.314392,3962,AS,IR,IR-23,Tehran,yes,OIII,THR,OIII,,,https://en.wikipedia.org/wiki/Mehrabad_International_Airport,
5171,OIIP,large_airport,Payam International Airport,35.7761,50.826698,4170,AS,IR,IR-30,Karaj,yes,OIIP,PYK,OIIP,,,https://en.wikipedia.org/wiki/Payam_International_Airport,
5172,OIKB,large_airport,Bandar Abbas International Airport,27.2183,56.3778,22,AS,IR,IR-22,Bandar Abbas,yes,OIKB,BND,OIKB,,,https://en.wikipedia.org/wiki/Bandar_Abbas_International_Airport,
5174,OIKK,large_airport,Ayatollah Hashemi Rafsanjani International Airport,30.271276,56.949692,5741,AS,IR,IR-08,Kerman,yes,OIKK,KER,OIKK,,,https://en.wikipedia.org/wiki/Ayatollah_Hashemi_Rafsanjani_Airport,
35276,OIKQ,large_airport,Qeshm International Airport,26.754639,55.902353,45,AS,IR,IR-22,Qeshm(Dayrestan),yes,OIKQ,GSM,OIKQ,,,https://en.wikipedia.org/wiki/Qeshm_International_Airport,Qeshm Island
5180,OIMB,large_airport,Birjand International Airport,32.896525,59.281258,4952,AS,IR,IR-29,Birjand,yes,OIMB,XBJ,OIMB,,,https://en.wikipedia.org/wiki/Birjand_Airport,
5183,OIMM,large_airport,Mashhad International Airport,36.234821,59.642949,3263,AS,IR,IR-09,Mashhad,yes,OIMM,MHD,OIMM,,https://mashhad.airport.ir/,https://en.wikipedia.org/wiki/Mashhad_International_Airport,"Shahid Hashemi Nejad Airport, Mashhad Shahid Hasheminejad International Airport"
5197,OISS,large_airport,Shiraz Shahid Dastghaib International Airport,29.5392,52.589802,4927,AS,IR,IR-07,Shiraz,yes,OISS,SYZ,OISS,,http://shirazairport.ir/,https://en.wikipedia.org/wiki/Shiraz_International_Airport,
5209,OIZH,large_airport,Zahedan International Airport,29.4757,60.9062,4564,AS,IR,IR-11,Zahedan,yes,OIZH,ZAH,OIZH,,https://zahedan.airport.ir/,https://en.wikipedia.org/wiki/Zahedan_International_Airport,
5212,OJAI,large_airport,Queen Alia International Airport,31.7226009369,35.9931983948,2395,AS,JO,JO-AM,Amman,yes,OJAI,AMM,OJAI,,,https://en.wikipedia.org/wiki/Queen_Alia_International_Airport,
5213,OJAM,large_airport,Marka International (Amman Civil) Airport,31.9727,35.9916,2555,AS,JO,JO-AM,Amman,yes,OJAM,ADJ,OJAM,,https://jac.jo,https://en.wikipedia.org/wiki/Amman_Civil_Airport,"King Abdullah Air Base, Amman Civil Airport, Amman City Airport, Marka International Airport"
5214,OJAQ,large_airport,King Hussein International Airport,29.611601,35.018101,175,AS,JO,JO-AQ,Aqaba,yes,OJAQ,AQJ,OJAQ,,,https://en.wikipedia.org/wiki/Aqaba_Airport,
5220,OKKK,large_airport,Kuwait International Airport,29.224487,47.969813,206,AS,KW,KW-FA,Kuwait City,yes,OKKK,KWI,OKKK,,https://www.kuwaitairport.gov.kw/,https://en.wikipedia.org/wiki/Kuwait_International_Airport,"OKBK, Al Mubarak Air Base, مطار الكويت الدولي"
5222,OLBA,large_airport,Beirut Rafic Hariri International Airport,33.819833,35.487443,87,AS,LB,LB-JL,Beirut,yes,OLBA,BEY,OLBA,,http://www.beirutairport.gov.lb/,https://en.wikipedia.org/wiki/Beirut_Rafic_Hariri_International_Airport,"Chaldea, Beirut Air Base, مطار بيروت رفيق الحريري الدولي"
299738,OM-0003,large_airport,Duqm International Airport,19.501944,57.634167,364,AS,OM,OM-WU,Duqm,yes,,DQM,OODQ,,http://www.omanairports.com/,https://en.wikipedia.org/wiki/Duqm_Jaaluni_Airport,
5226,OMAA,large_airport,Zayed International Airport,24.440966,54.649237,88,AS,AE,AE-AZ,Abu Dhabi,yes,OMAA,AUH,OMAA,,https://www.zayedinternationalairport.ae/,https://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport,Abu Dhabi International Airport
5227,OMAD,large_airport,Al Bateen Executive Airport,24.427062,54.459866,16,AS,AE,AE-AZ,Abu Dhabi,no,OMAD,AZI,OMAD,,,https://en.wikipedia.org/wiki/Al_Bateen_Executive_Airport,Former Abu Dhabi International Airport
5230,OMAL,large_airport,Al Ain International Airport,24.2617,55.6092,869,AS,AE,AE-AZ,Al Ain,yes,OMAL,AAN,OMAL,,,https://en.wikipedia.org/wiki/Al_Ain_International_Airport,
5235,OMDB,large_airport,Dubai International Airport,25.24979,55.370992,62,AS,AE,AE-DU,Dubai,yes,OMDB,DXB,OMDB,,https://www.dubaiairport.com/,https://en.wikipedia.org/wiki/Dubai_International_Airport,مطار دبي الدولي‎
300320,OMDW,large_airport,Al Maktoum International Airport,24.896171,55.16235,114,AS,AE,AE-DU,Dubai(Jebel Ali),yes,OMDW,DWC,OMDW,,https://dubaiairports.ae/corporate/our-story/dwc-dubai-world-central,https://en.wikipedia.org/wiki/Al_Maktoum_International_Airport,Dubai World Central
5237,OMFJ,large_airport,Fujairah International Airport,25.108411,56.328061,152,AS,AE,AE-FU,Fujairah,yes,OMFJ,FJR,OMFJ,,,https://en.wikipedia.org/wiki/Fujairah_International_Airport,
5238,OMRK,large_airport,Ras Al Khaimah International Airport,25.613501,55.938801,102,AS,AE,AE-RK,Ras Al Khaimah,yes,OMRK,RKT,OMRK,,,https://en.wikipedia.org/wiki/Ras_Al_Khaimah_International_Airport,
5239,OMSJ,large_airport,Sharjah International Airport,25.3286,55.5172,111,AS,AE,AE-SH,Sharjah,yes,OMSJ,SHJ,OMSJ,,https://www.sharjahairport.ae/en/,https://en.wikipedia.org/wiki/Sharjah_International_Airport,
5242,OOMS,large_airport,Muscat International Airport,23.600218,58.285268,48,AS,OM,OM-MA,Muscat/Seeb,yes,OOMS,MCT,OOMS,,https://www.muscatairport.co.om/,https://en.wikipedia.org/wiki/Seeb_International_Airport,"Seeb International Airport, Masqat, Seeb"
5244,OOSA,large_airport,Salalah International Airport,17.0387,54.091301,73,AS,OM,OM-ZU,Salalah,yes,OOSA,SLL,OOSA,,https://salalahairport.co.om/,https://en.wikipedia.org/wiki/Salalah_Airport,مطار صلالة
299742,OOSH,large_airport,Suhar International Airport,24.38604,56.62541,20,AS,OM,OM-BA,Suhar,yes,OOSH,OHS,OOSH,,https://www.suharairport.co.om/,https://en.wikipedia.org/wiki/Sohar_Airport,"Majis, Sohar, Sohar Airport"
5251,OPFA,large_airport,Faisalabad International Airport,31.364923,72.995319,591,AS,PK,PK-PB,Faisalabad,yes,OPFA,LYP,OPFA,,http://www.faisalabadairport.com.pk/,https://en.wikipedia.org/wiki/Faisalabad_International_Airport,OPLF
342092,OPGD,large_airport,New Gwadar International Airport,25.296733,62.498822,61,AS,PK,PK-BA,Gurandani,yes,OPGW,GWD,OPGW,,https://paa.gov.pk/airport/gwadar,https://en.wikipedia.org/wiki/New_Gwadar_International_Airport,Feroz Khan Noon
333692,OPIS,large_airport,Islamabad International Airport,33.549,72.82566,1761,AS,PK,PK-PB,Attock,yes,OPIS,ISB,OPIS,,http://www.islamabadairport.com.pk/,https://en.wikipedia.org/wiki/Islamabad_International_Airport,
5255,OPKC,large_airport,Jinnah International Airport,24.9065,67.160797,100,AS,PK,PK-SD,Karachi,yes,OPKC,KHI,OPKC,,,https://en.wikipedia.org/wiki/Jinnah_International_Airport,"OPQR, OPHQ, Drigh Road Airstrip, Quaid-E-Azam International Airport"
5257,OPLA,large_airport,Allama Iqbal International Airport,31.521601,74.403603,712,AS,PK,PK-PB,Lahore,yes,OPLA,LHE,OPLA,,,https://en.wikipedia.org/wiki/Allama_Iqbal_International_Airport,OPLR
5264,OPMT,large_airport,Multan International Airport,30.203199,71.419098,403,AS,PK,PK-PB,Multan,yes,OPMT,MUX,OPMT,,http://www.multaninternationalairport.com.pk/,https://en.wikipedia.org/wiki/Multan_International_Airport,Multan Air Base
5270,OPPS,large_airport,Bacha Khan International Airport,33.9939,71.514603,1158,AS,PK,PK-KP,Peshawar,yes,OPPS,PEW,OPPS,,http://www.peshawarairport.com.pk/,https://en.wikipedia.org/wiki/Peshawar_International_Airport,Peshawar International Airport
5272,OPQT,large_airport,Quetta International Airport,30.2514,66.937798,5267,AS,PK,PK-BA,Quetta,yes,OPQT,UET,OPQT,,,https://en.wikipedia.org/wiki/Quetta_International_Airport,
5277,OPSD,large_airport,Skardu International Airport,35.33866,75.538648,7316,AS,PK,PK-GB,Skardu,yes,OPSD,KDU,OPSD,,https://skarduairport.com,https://en.wikipedia.org/wiki/Skardu_Airport,
41624,OPST,large_airport,Sialkot International Airport,32.535941,74.364623,837,AS,PK,PK-PB,Sialkot,yes,OPST,SKT,OPST,,http://www.sial.com.pk/,https://en.wikipedia.org/wiki/Sialkot_International_Airport,سیالکوٹ بین الاقوامی ہوائی اڈا
5283,OPTU,large_airport,Turbat International Airport,25.984767,63.028856,498,AS,PK,PK-BA,Turbat,yes,OPTU,TUK,OPTU,,,https://en.wikipedia.org/wiki/Turbat_Internatioal_Airport,
5289,ORBI,large_airport,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,114,AS,IQ,IQ-BG,Baghdad,yes,ORBI,BGW,ORBI,,,https://en.wikipedia.org/wiki/Baghdad_International_Airport,"SDA, BIAP, VBC, ORBS, Camp Sather, Saddam International Airport, Al Anbar Airport"
5290,ORBM,large_airport,Mosul International Airport,36.305801,43.1474,719,AS,IQ,IQ-NI,Mosul,no,ORBM,OSM,ORBM,,,https://en.wikipedia.org/wiki/Mosul_International_Airport,OSB
5292,ORER,large_airport,Erbil International Airport,36.236047,43.946615,1341,AS,IQ,IQ-AR,Arbil,yes,ORER,EBL,ORER,,,https://en.wikipedia.org/wiki/Erbil_International_Airport,"Irbil, Kurdistan, فروکه‌خانه‌ی نيوده‌وله‌تی هه‌ولير"
5293,ORKK,large_airport,Kirkuk International Airport,35.469501,44.3489,1061,AS,IQ,IQ-TS,Kirkuk,yes,ORKK,KIK,ORKK,,,https://en.wikipedia.org/wiki/Kirkuk_International_Airport,Kirkuk Air Base
5294,ORMM,large_airport,Basra International Airport,30.549101,47.662102,11,AS,IQ,IQ-BA,Basra,yes,ORMM,BSR,ORMM,,http://www.basrainternationalairport.com,https://en.wikipedia.org/wiki/Basra_International_Airport,Basrah
311028,ORNI,large_airport,Al Najaf International Airport,31.991116,44.405019,103,AS,IQ,IQ-NA,Najaf,yes,ORNI,NJF,ORNI,,http://www.alnajafairport.net/,https://en.wikipedia.org/wiki/Al_Najaf_International_Airport,
5302,OSAP,large_airport,Aleppo International Airport,36.181262,37.226869,1276,AS,SY,SY-HL,Aleppo,yes,OSAP,ALP,OSAP,,http://www.aleppo-airport.com/en/,https://en.wikipedia.org/wiki/Aleppo_International_Airport,مطار حلب الدولي
5303,OSDI,large_airport,Damascus International Airport,33.4114990234375,36.51559829711914,2020,AS,SY,SY-DI,Damascus,yes,OSDI,DAM,OSDI,,,https://en.wikipedia.org/wiki/Damascus_International_Airport,مطار دمشق الدولي
5308,OTBD,large_airport,Doha International Airport,25.259431,51.565528,35,AS,QA,QA-DA,Doha,yes,OTBD,DIA,OTBD,,,https://en.wikipedia.org/wiki/Doha_International_Airport,مطار الدوحة الدولى
44686,OTHH,large_airport,Hamad International Airport,25.273056,51.608056,13,AS,QA,QA-DA,Doha,yes,OTHH,DOH,OTHH,,http://dohahamadairport.com/,https://en.wikipedia.org/wiki/Hamad_International_Airport,New Doha International Airport
5311,OYAA,large_airport,Aden International Airport,12.829564,45.029976,7,AS,YE,YE-AD,Aden,yes,OYAA,ADE,OYAA,,,https://en.wikipedia.org/wiki/Aden_International_Airport,RAF Khormaksar
5317,OYRN,large_airport,Riyan International Airport,14.662241,49.375289,54,AS,YE,YE-HD,Mukalla(Riyan),yes,OYRN,RIY,OYRN,,,https://en.m.wikipedia.org/wiki/Riyan_International_Airport,"ريان المكلا الدولي, Riyan Mukalla International Airport"
5318,OYSN,large_airport,Sanaa International Airport,15.4763,44.2197,7216,AS,YE,YE-SA,Sanaa,yes,OYSN,SAH,OYSN,,,https://en.wikipedia.org/wiki/Sanaa_International_Airport,
5320,OYSY,large_airport,Seiyun Hadhramaut International Airport,15.965887,48.788146,2097,AS,YE,YE-HD,Seiyun,yes,OYSY,GXF,OYSY,,,https://en.wikipedia.org/wiki/Seiyun_Airport,
5388,PANC,large_airport,Ted Stevens Anchorage International Airport,61.179004,-149.992561,152,NA,US,US-AK,Anchorage,yes,PANC,ANC,PANC,ANC,https://dot.alaska.gov/anc/,https://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,
5430,PGRO,large_airport,Rota International Airport,14.173267,145.241103,607,OC,MP,MP-U-A,Rota Island,yes,PGRO,ROP,PGRO,GRO,,https://en.wikipedia.org/wiki/Rota_International_Airport,
5431,PGSN,large_airport,Saipan International Airport,15.119384,145.728848,215,OC,MP,MP-U-A,"I Fadang, Saipan",yes,PGSN,SPN,PGSN,GSN,,https://en.wikipedia.org/wiki/Saipan_International_Airport,Francisco C. Ada
5433,PGUM,large_airport,Antonio B. Won Pat International Airport,13.485,144.797282,298,OC,GU,GU-U-A,Hagåtña,yes,PGUM,GUM,PGUM,GUM,http://www.guamairport.com/,https://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,"NGM, NAS Agana"
5434,PGWT,large_airport,Tinian International Airport,15.000453,145.618974,271,OC,MP,MP-U-A,Tinian Island,yes,PGWT,TIQ,PGWT,TNI,,https://en.wikipedia.org/wiki/Tinian_International_Airport,
5448,PHKO,large_airport,Ellison Onizuka Kona International Airport at Keāhole,19.738783,-156.045603,47,OC,US,US-HI,Kailua-Kona,yes,PHKO,KOA,PHKO,KOA,https://airports.hawaii.gov/koa/,https://en.wikipedia.org/wiki/Kona_International_Airport,
5449,PHLI,large_airport,Lihue Airport,21.974393,-159.337146,153,OC,US,US-HI,"Lihue, Kauai",yes,PHLI,LIH,PHLI,LIH,https://airports.hawaii.gov/lih,https://en.wikipedia.org/wiki/Lihu'e_Airport,
5453,PHNL,large_airport,Daniel K. Inouye International Airport,21.318387,-157.92567,13,NA,US,US-HI,"Honolulu, Oahu",yes,PHNL,HNL,PHNL,HNL,http://airports.hawaii.gov/hnl/,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International"
5455,PHOG,large_airport,Kahului International Airport,20.896263,-156.431837,54,OC,US,US-HI,Kahului,yes,PHOG,OGG,PHOG,OGG,https://airports.hawaii.gov/ogg/,https://en.wikipedia.org/wiki/Kahului_Airport,
5488,PKMJ,large_airport,Marshall Islands International Airport,7.06511,171.271656,6,OC,MH,MH-MAJ,Majuro Atoll,yes,PKMJ,MAJ,PKMJ,MAJ,,https://en.wikipedia.org/wiki/Marshall_Islands_International_Airport,
5493,PLCH,large_airport,Cassidy International Airport,1.986278,-157.350011,5,OC,KI,KI-L,Kiritimati,yes,PLCH,CXI,PLCH,,,https://en.wikipedia.org/wiki/Cassidy_International_Airport,"Christmas Island, Banana"
5499,PTKK,large_airport,Chuuk International Airport,7.46187,151.843002,11,OC,FM,FM-TRK,Weno Island,yes,PTKK,TKK,PTKK,TKK,https://tci.gov.fm/civilaviation/chuuk.html,https://en.wikipedia.org/wiki/Chuuk_International_Airport,Erhart Aten International Airport
5501,PTRO,large_airport,Roman Tmetuchl International Airport,7.366965,134.544085,176,OC,PW,PW-004,Babelthuap Island,yes,PTRO,ROR,PTRO,ROR,https://palau-airport.com,https://en.wikipedia.org/wiki/Palau_International_Airport,"Babelthuap Airport, Palau International Airport"
5502,PTSA,large_airport,Kosrae International Airport,5.35698,162.957993,11,OC,FM,FM-KSA,Okat,yes,PTSA,KSA,PTSA,TTK,,https://en.wikipedia.org/wiki/Kosrae_International_Airport,Caroline Islands Airport
5503,PTYA,large_airport,Yap International Airport,9.49891,138.082993,91,OC,FM,FM-YAP,Yap Island,yes,PTYA,YAP,PTYA,T11,http://www.ict.fm/civilaviation/yap.html,https://en.wikipedia.org/wiki/Yap_International_Airport,
5516,RCKH,large_airport,Kaohsiung International Airport,22.577101,120.349998,31,AS,TW,TW-KHH,Kaohsiung (Xiaogang),yes,RCKH,KHH,RCKH,,http://www.kia.gov.tw/english/e_index.asp,https://en.wikipedia.org/wiki/Kaohsiung_International_Airport,"Siaogang International Airport, 高雄國際航空站, 小港國際機場"
5520,RCMQ,large_airport,Taichung International Airport / Ching Chuang Kang Air Base,24.2647,120.621002,663,AS,TW,TW-TXG,Taichung (Qingshui),yes,RCMQ,RMQ,RCMQ,,http://www.tca.gov.tw/English/Introduction.htm,https://en.wikipedia.org/wiki/Taichung_Airport,臺中清泉崗機場
5522,RCNN,large_airport,Tainan International Airport / Tainan Air Base,22.950399,120.206001,63,AS,TW,TW-TNN,Tainan (Rende),yes,RCNN,TNN,RCNN,,http://www.tna.gov.tw/,https://en.wikipedia.org/wiki/Tainan_Airport,"臺南機場, 臺南航空站"
5524,RCQC,large_airport,Penghu Magong Airport,23.568701,119.627998,103,AS,TW,TW-PEN,Huxi,yes,RCQC,MZG,RCQC,,http://www.mkport.gov.tw/english/,https://en.wikipedia.org/wiki/Penghu_Airport,"Magong, Makung"
5527,RCSS,large_airport,Taipei Songshan International Airport,25.067244,121.552822,18,AS,TW,TW-TPE,Taipei (Songshan),yes,RCSS,TSA,RCSS,,http://www.tsa.gov.tw/,https://en.wikipedia.org/wiki/Taipei_Songshan_Airport,"Sungshan Airport, 台北松山機場, 臺北松山機場"
5528,RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106,AS,TW,TW-TAO,Taoyuan,yes,RCTP,TPE,RCTP,,http://www.taoyuan-airport.com/,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E6%A1%83%E5%9C%92%E5%9C%8B%E9%9A%9B%E6%A9%9F%E5%A0%B4,"Taoyuan County, Dayuan District. 臺灣桃園國際機場"
5530,RCYU,large_airport,Hualien Chiashan Airport,24.023163,121.617991,52,AS,TW,TW-HUA,Hualien City,yes,RCYU,HUN,RCYU,,http://www.hulairport.gov.tw/,https://en.wikipedia.org/wiki/Hualien_Airport,花蓮機場
5531,RJAA,large_airport,Narita International Airport,35.76858,140.388714,141,AS,JP,JP-12,Narita,yes,RJAA,NRT,RJAA,,https://www.narita-airport.jp/en/,https://en.wikipedia.org/wiki/Narita_International_Airport,"TYO, Tokyo, Tokyo Narita Airport, New Tokyo International Airport, 成田国際空港, 成田空港, 東京都, 東京成田"
5536,RJBB,large_airport,Kansai International Airport,34.427299,135.244003,26,AS,JP,JP-27,Osaka,yes,RJBB,KIX,RJBB,,http://www.kansai-airport.or.jp/en/index.asp,https://en.wikipedia.org/wiki/Kansai_International_Airport,OSA
5538,RJBE,large_airport,Kobe Airport,34.632801,135.223999,22,AS,JP,JP-28,Kobe,yes,RJBE,UKB,RJBE,,https://kairport.co.jp,https://en.wikipedia.org/wiki/Kobe_Airport,
5544,RJCC,large_airport,New Chitose Airport,42.774753,141.690414,82,AS,JP,JP-01,Sapporo,yes,RJCC,CTS,RJCC,,https://www.hokkaido-airports.com/en/new-chitose/,https://en.wikipedia.org/wiki/New_Chitose_Airport,新千歳空港
5545,RJCH,large_airport,Hakodate Airport,41.77,140.822006,151,AS,JP,JP-01,Hakodate,yes,RJCH,HKD,RJCH,,https://www.hokkaido-airports.com/ja/hakodate/,https://en.wikipedia.org/wiki/Hakodate_Airport,
5564,RJFF,large_airport,Fukuoka Airport,33.585899353027344,130.4510040283203,32,AS,JP,JP-40,Fukuoka,yes,RJFF,FUK,RJFF,,http://www.fuk-ab.co.jp/english/frame_index.html,https://en.wikipedia.org/wiki/Fukuoka_Airport,Itazuke Air Base
5566,RJFK,large_airport,Kagoshima Airport,31.8034,130.718994,906,AS,JP,JP-46,Kagoshima,yes,RJFK,KOJ,RJFK,,https://www.koj-ab.co.jp/en/,https://en.wikipedia.org/wiki/Kagoshima_Airport,
5567,RJFM,large_airport,Miyazaki Airport,31.877199,131.449005,20,AS,JP,JP-45,Miyazaki,yes,RJFM,KMI,RJFM,,https://miyazaki-airport.co.jp,https://en.wikipedia.org/wiki/Miyazaki_Airport,
5570,RJFR,large_airport,Kitakyushu Airport,33.845901,131.035004,21,AS,JP,JP-40,Kitakyushu,yes,RJFR,KKJ,RJFR,,https://kitakyu-air.jp,https://en.wikipedia.org/wiki/New_Kitakyushu_Airport,"kitakyushu, kokuraminami"
5571,RJFS,large_airport,Kyushu Saga International Airport,33.1497,130.302002,6,AS,JP,JP-41,Saga,yes,RJFS,HSG,RJFS,,https://saga-ab.jp,https://en.wikipedia.org/wiki/Saga_Airport,
5572,RJFT,large_airport,Kumamoto Airport,32.837299,130.854996,642,AS,JP,JP-43,Kumamoto,yes,RJFT,KMJ,RJFT,,https://kumamoto-airport.co.jp,https://en.wikipedia.org/wiki/Kumamoto_Airport,
5573,RJFU,large_airport,Nagasaki Airport,32.916901,129.914001,15,AS,JP,JP-42,Nagasaki,yes,RJFU,NGS,RJFU,,https://nagasaki-airport.jp/en/,https://en.wikipedia.org/wiki/Nagasaki_Airport,
